table_no,table_title,source_table_index,source_row,row_kind,subsection,explicit_code,effective_parent_code,work_type,basis,unit_raw,time_norm_raw_person_hours
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,7,norm,1. Сув ўтказувчи қувурлар,7-1-4,7-1-4,Қувур каллаклари таъмирлаш,К7-4,1 m2,"1,9"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,8,heading,"2. Кўприклар, йўл ўтказгичлар",,7-1-4,"2. Кўприклар, йўл ўтказгичлар",,,
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,9,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-1,7-2-1,Қопламани махсус машиналар ёрдамида чанг ва ифлосликлардан тозалаш,К2-7,100 m2,"0,024 (0,024)"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,10,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-1а,7-2-1а,Қўл кучи билан,К2-7а,100 m2,"1,9"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,11,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-2,7-2-2,Кўприк ва йўл ўтказгичларнинг элментлари ва огоҳлантирувчи устунчаларни оқлаш,К7-5,100 m2,"0,7"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,12,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-3,7-2-3,Кўприк метал ёндорларини бўяш,К7-6,10 pm,"9,4"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,13,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-4,7-2-4,Кўприк ости ўзанини йиғилиб қолган чиқиндилардан тозалаш,К7-7,1 m3,1.45
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,14,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-5,7-2-5,Кўприк ости қияликларини айрим жойларини бетон плиткалар билан мустаҳкамлаш,К7-8,1 m2,"0,77"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,15,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-6,7-2-6,Кўприкка монолит ғилдирак қайтаргичлар қўйиш,К7-9,1m,"0,43"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,16,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-7,7-2-7,Кўприк ва йўл ўтказгичлардаги сув кетказиш тизимларини тартибга келтириш,К7-10,1pm,0.07
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,17,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-8,7-2-8,Кўприк ва йўл ўтказгичлардаги ёритиш тизимида лампочкаларни алмаштириш,К7-11,100 дона,8.86
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,18,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-9,7-2-9,Кўприкни темир ёндорларини таъмирлаш,К7-12,1 pm,"1,2"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,19,norm,"2. Кўприклар, йўл ўтказгичлар",7-2-10,7-2-10,Темир таянч қисмларини буёқлаш,К7-13,1 m2,"1,31 (0,32)"
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,20,heading,3. Понтон кўприк,,7-2-10,3. Понтон кўприк,,,
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,21,norm,3. Понтон кўприк,7-3-1,7-3-1,Дарё ўзанини земснаряд билан тозалаш( I гуруҳ тупроқда),,1000 m3,120
7,7. Сунъий иншоотларни сақлаш учун вақт меъёрлари,8,22,norm,3. Понтон кўприк,7-3-2,7-3-2,Понтон куприк бир йилда сақлаш (19 та одам),,одам/ соат,38570
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,3,heading,1. Йўналтирувчи устунчалар,,,1. Йўналтирувчи устунчалар,,,
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,4,norm,1. Йўналтирувчи устунчалар,8-1-1,8-1-1,"Устунчаларни тозалаш, ёруғлик қайтарувчи махсус тасма (катафот) ёпиштириш ва уни алмаштириш",К8-1,1 дона,"0,31"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,5,norm,1. Йўналтирувчи устунчалар,8-1-2,8-1-2,Етишмаётган устунчаларни ўрнатиш,К8-2,1 дона,"1,6"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,6,norm,1. Йўналтирувчи устунчалар,8-1-3,8-1-3,Эски (синган) устунчаларни алмаштириш,К8-3,1 дона,"1,335"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,7,norm,1. Йўналтирувчи устунчалар,8-1-4,8-1-4,Устунчаларни оқлаш ва бўяш,К8-4,1 дона,"0,08"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,8,norm,1. Йўналтирувчи устунчалар,8-1-5,8-1-5,"Устунчалар атрофини ўтлардан, чанг ва ифлосликлардан тозалаш",К8-5,1 дона,"0,07"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,9,heading,2. Тўлқинсимон темир тўсиқлар,,8-1-5,2. Тўлқинсимон темир тўсиқлар,,,
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,10,norm,2. Тўлқинсимон темир тўсиқлар,8-2-6,8-2-6,Пўлат арқонли тўсиқларни қўлда буяш,К8-6,100 m,"2,6"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,11,norm,2. Тўлқинсимон темир тўсиқлар,8-2-7,8-2-7,Эгри (шиферсимон ариқчали) темир тўсиқларни бўяш,К8-7,100 m,"2,6"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,12,norm,2. Тўлқинсимон темир тўсиқлар,8-2-8,8-2-8,Тўсиқни чанг ва ифлосликлардан тозалаш,К8-8,100 pm,0.66
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,13,norm,2. Тўлқинсимон темир тўсиқлар,8-9,8-9,Асос элементларидаги нуқсонларни тузатиш,К8-9,1 асос,0.14
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,14,variant_or_continuation,2. Тўлқинсимон темир тўсиқлар,,8-9,Темир (шиферсимон ариқчали) тўсиқлар яроқсиз қисмларини алмаштириш,,10 pm,"2,5–3,0"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,15,variant_or_continuation,2. Тўлқинсимон темир тўсиқлар,,8-9,Темир (шиферсимон ариқчали) тўсиқларини букулган қисмларини тўғрилаш,,10 pm,"1,5–2,0"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,16,variant_or_continuation,2. Тўлқинсимон темир тўсиқлар,,8-9,3. Ажратувчи ва муҳофазаловчи темирбетон тўсиқлар,3. Ажратувчи ва муҳофазаловчи темирбетон тўсиқлар,3. Ажратувчи ва муҳофазаловчи темирбетон тўсиқлар,
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,17,norm,2. Тўлқинсимон темир тўсиқлар,8-3-9,8-3-9,"Тўсиқларни тозалаш, суваш, оқлаш, бўяш, тешикларини очиш (3 марта)",К8-10,1 pm,"0,63"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,18,norm,2. Тўлқинсимон темир тўсиқлар,8-3-10,8-3-10,"Айрим чўккан, йиқилган, бузилган қисмларини тўғрилаб ўрнатиш",К8-11,1 pm,"0,29"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,19,norm,2. Тўлқинсимон темир тўсиқлар,8-3-11,8-3-11,Ажратувчи қисмда ўтларни ўт ўриш мосламаси билан ўриш,К8-12,1 km. Прох,"0,38 (0,2)"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,20,norm,2. Тўлқинсимон темир тўсиқлар,8-3-12,8-3-12,Ажратувчи қисмда ўтларни қўл кучи билан ўриш,К8-12,100 m2,"0,27"
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,21,heading,4. Темирбетон ён тошлар,,8-3-12,4. Темирбетон ён тошлар,,,
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,22,norm,4. Темирбетон ён тошлар,8-4-1,8-4-1,Темирбетон бордюрларни қўлда тўғрилаш,К8-14,1 pm,0.6
8,8. Йўналтирувчи устунчалар ва ажратувчи ва ҳимояловчи тўсиқларни сақлаш учун вақт меъёрлари,9,23,norm,4. Темирбетон ён тошлар,8-4-2,8-4-2,"Темирбетон бордюрларни тозалаш, оқлаш ва бузилган жойларини тўғрилаш",К7-5,100 m2,"0,7"
